foreign_object_dataset/JPEGImages/1.jpg,912,1331,1020,1439,L_stick
foreign_object_dataset/JPEGImages/1.jpg,1076,1201,1141,1273,nail
foreign_object_dataset/JPEGImages/1.jpg,914,934,996,1010,clip_B
foreign_object_dataset/JPEGImages/2.jpg,1379,867,1425,921,clip_B
foreign_object_dataset/JPEGImages/2.jpg,1436,975,1495,1024,nail
foreign_object_dataset/JPEGImages/2.jpg,1506,1066,1544,1099,clip_Y
foreign_object_dataset/JPEGImages/2.jpg,1604,1128,1696,1220,L_stick
foreign_object_dataset/JPEGImages/3.jpg,1525,437,1578,468,nail
foreign_object_dataset/JPEGImages/3.jpg,1650,481,1744,509,L_stick
foreign_object_dataset/JPEGImages/3.jpg,1976,504,2029,555,clip_B
foreign_object_dataset/JPEGImages/4.jpg,216,210,278,290,nail
foreign_object_dataset/JPEGImages/4.jpg,59,269,118,339,clip_B
foreign_object_dataset/JPEGImages/5.jpg,1373,870,1427,919,clip_B
foreign_object_dataset/JPEGImages/5.jpg,1430,971,1491,1026,nail
foreign_object_dataset/JPEGImages/5.jpg,1498,1058,1546,1103,clip_Y
foreign_object_dataset/JPEGImages/5.jpg,1595,1130,1696,1220,L_stick
foreign_object_dataset/JPEGImages/6.jpg,1650,459,1750,511,L_stick
foreign_object_dataset/JPEGImages/6.jpg,1523,437,1578,468,nail
foreign_object_dataset/JPEGImages/6.jpg,1976,506,2039,553,clip_B
foreign_object_dataset/JPEGImages/7.jpg,57,265,120,351,clip_B
foreign_object_dataset/JPEGImages/7.jpg,208,204,280,288,nail
foreign_object_dataset/JPEGImages/7.jpg,299,449,349,496,clip_Y
foreign_object_dataset/JPEGImages/8.jpg,1371,635,1423,695,clip_B
foreign_object_dataset/JPEGImages/8.jpg,1428,734,1489,792,nail
foreign_object_dataset/JPEGImages/8.jpg,1591,898,1694,986,L_stick
foreign_object_dataset/JPEGImages/9.jpg,1648,475,1752,509,L_stick
foreign_object_dataset/JPEGImages/9.jpg,1974,504,2027,555,clip_B
foreign_object_dataset/JPEGImages/10.jpg,823,471,866,519,clip_Y
foreign_object_dataset/JPEGImages/10.jpg,726,237,796,314,nail
foreign_object_dataset/JPEGImages/10.jpg,574,309,636,379,clip_B
foreign_object_dataset/JPEGImages/11.jpg,1535,837,1647,935,L_stick
foreign_object_dataset/JPEGImages/12.jpg,817,1236,925,1340,clip_B
foreign_object_dataset/JPEGImages/12.jpg,2212,1199,2264,1307,nail
foreign_object_dataset/JPEGImages/13.jpg,1521,431,1570,464,nail
foreign_object_dataset/JPEGImages/13.jpg,1646,473,1740,511,L_stick
foreign_object_dataset/JPEGImages/13.jpg,1974,499,2037,547,clip_B
foreign_object_dataset/JPEGImages/14.jpg,572,295,632,373,clip_B
foreign_object_dataset/JPEGImages/14.jpg,724,237,788,314,nail
foreign_object_dataset/JPEGImages/14.jpg,815,475,866,523,clip_Y
foreign_object_dataset/JPEGImages/15.jpg,1292,599,1356,652,nail
foreign_object_dataset/JPEGImages/15.jpg,1365,690,1402,731,clip_Y
foreign_object_dataset/JPEGImages/15.jpg,1452,752,1554,848,L_stick
foreign_object_dataset/JPEGImages/16.jpg,1523,439,1576,468,nail
foreign_object_dataset/JPEGImages/16.jpg,1646,473,1746,511,L_stick
foreign_object_dataset/JPEGImages/17.jpg,965,307,1028,387,clip_B
foreign_object_dataset/JPEGImages/17.jpg,1124,245,1190,323,nail
foreign_object_dataset/JPEGImages/17.jpg,1223,485,1269,525,clip_Y
foreign_object_dataset/JPEGImages/18.jpg,1292,601,1354,658,nail
foreign_object_dataset/JPEGImages/18.jpg,1504,791,1556,848,L_stick
foreign_object_dataset/JPEGImages/19.jpg,1529,439,1574,468,nail
foreign_object_dataset/JPEGImages/19.jpg,1650,461,1746,505,L_stick
foreign_object_dataset/JPEGImages/20.jpg,973,317,1034,383,clip_B
foreign_object_dataset/JPEGImages/20.jpg,1122,243,1192,316,nail
foreign_object_dataset/JPEGImages/20.jpg,1225,479,1273,533,clip_Y
foreign_object_dataset/JPEGImages/21.jpg,1298,603,1352,654,nail
foreign_object_dataset/JPEGImages/21.jpg,1482,768,1556,850,L_stick
foreign_object_dataset/JPEGImages/22.jpg,1525,439,1584,472,nail
foreign_object_dataset/JPEGImages/22.jpg,1492,544,1540,589,clip_B
foreign_object_dataset/JPEGImages/22.jpg,1649,472,1745,513,L_stick
foreign_object_dataset/JPEGImages/23.jpg,649,439,695,565,L_stick
foreign_object_dataset/JPEGImages/23.jpg,853,554,899,609,clip_Y
foreign_object_dataset/JPEGImages/23.jpg,940,922,1028,984,nail
foreign_object_dataset/JPEGImages/23.jpg,1114,936,1178,1006,clip_B
foreign_object_dataset/JPEGImages/24.jpg,1219,938,1313,1067,L_stick
foreign_object_dataset/JPEGImages/24.jpg,1225,827,1275,877,clip_Y
foreign_object_dataset/JPEGImages/24.jpg,975,657,1036,737,clip_B
foreign_object_dataset/JPEGImages/24.jpg,1124,592,1196,670,nail
foreign_object_dataset/JPEGImages/25.jpg,1490,540,1540,587,clip_B
foreign_object_dataset/JPEGImages/25.jpg,1523,437,1580,468,nail
foreign_object_dataset/JPEGImages/25.jpg,1650,465,1752,507,L_stick
foreign_object_dataset/JPEGImages/26.jpg,1215,954,1317,1087,L_stick
foreign_object_dataset/JPEGImages/26.jpg,1225,841,1275,889,clip_Y
foreign_object_dataset/JPEGImages/26.jpg,971,671,1036,747,clip_B
foreign_object_dataset/JPEGImages/26.jpg,1122,601,1194,684,nail
foreign_object_dataset/JPEGImages/27.jpg,1492,534,1540,587,clip_B
foreign_object_dataset/JPEGImages/27.jpg,1527,429,1580,472,nail
foreign_object_dataset/JPEGImages/27.jpg,1648,467,1746,509,L_stick
foreign_object_dataset/JPEGImages/28.jpg,958,659,1022,753,clip_B
foreign_object_dataset/JPEGImages/28.jpg,1122,599,1192,680,nail
foreign_object_dataset/JPEGImages/28.jpg,1213,967,1321,1105,L_stick
foreign_object_dataset/JPEGImages/28.jpg,1221,847,1277,897,clip_Y
foreign_object_dataset/JPEGImages/29.jpg,1490,528,1540,587,clip_B
foreign_object_dataset/JPEGImages/29.jpg,1525,429,1576,464,nail
foreign_object_dataset/JPEGImages/29.jpg,1648,467,1746,505,L_stick
foreign_object_dataset/JPEGImages/30.jpg,1098,566,1176,660,nail
foreign_object_dataset/JPEGImages/30.jpg,1223,857,1279,921,clip_Y
foreign_object_dataset/JPEGImages/30.jpg,1213,1003,1323,1158,L_stick
foreign_object_dataset/JPEGImages/30.jpg,910,643,984,735,clip_B
foreign_object_dataset/JPEGImages/31.jpg,1523,560,1576,593,nail
foreign_object_dataset/JPEGImages/31.jpg,1646,590,1750,628,L_stick
foreign_object_dataset/JPEGImages/31.jpg,1492,659,1540,709,clip_B
foreign_object_dataset/JPEGImages/32.jpg,1096,564,1178,658,nail
foreign_object_dataset/JPEGImages/32.jpg,904,641,978,735,clip_B
foreign_object_dataset/JPEGImages/33.jpg,1525,550,1576,587,nail
foreign_object_dataset/JPEGImages/33.jpg,1490,657,1544,709,clip_B
foreign_object_dataset/JPEGImages/33.jpg,1646,595,1754,630,L_stick
foreign_object_dataset/JPEGImages/34.jpg,922,928,1000,1020,clip_B
foreign_object_dataset/JPEGImages/34.jpg,1064,1193,1150,1285,nail
foreign_object_dataset/JPEGImages/34.jpg,1268,1302,1317,1356,clip_Y
foreign_object_dataset/JPEGImages/34.jpg,906,1327,1014,1439,L_stick
foreign_object_dataset/JPEGImages/35.jpg,1523,560,1576,593,nail
foreign_object_dataset/JPEGImages/35.jpg,1648,597,1754,634,L_stick
foreign_object_dataset/JPEGImages/36.jpg,1646,590,1748,628,L_stick
foreign_object_dataset/JPEGImages/37.jpg,1179,605,1275,713,clip_B
foreign_object_dataset/JPEGImages/38.jpg,1177,599,1273,717,clip_B
foreign_object_dataset/JPEGImages/38.jpg,1765,344,1865,438,nail
foreign_object_dataset/JPEGImages/39.jpg,1175,603,1283,717,clip_B
foreign_object_dataset/JPEGImages/39.jpg,1848,135,1900,191,clip_Y
foreign_object_dataset/JPEGImages/40.jpg,1846,138,1894,183,clip_Y
foreign_object_dataset/JPEGImages/40.jpg,2129,556,2242,719,L_stick
foreign_object_dataset/JPEGImages/41.jpg,1769,340,1865,438,nail
foreign_object_dataset/JPEGImages/41.jpg,1846,129,1902,193,clip_Y
foreign_object_dataset/JPEGImages/41.jpg,2121,560,2250,717,L_stick
foreign_object_dataset/JPEGImages/42.jpg,1773,346,1869,446,nail
foreign_object_dataset/JPEGImages/42.jpg,1963,683,2070,786,clip_B
foreign_object_dataset/JPEGImages/42.jpg,1848,140,1904,195,clip_Y
foreign_object_dataset/JPEGImages/42.jpg,2129,564,2250,725,L_stick
foreign_object_dataset/JPEGImages/43.jpg,1850,131,1900,195,clip_Y
foreign_object_dataset/JPEGImages/43.jpg,1773,344,1869,444,nail
foreign_object_dataset/JPEGImages/43.jpg,2123,554,2242,725,L_stick
foreign_object_dataset/JPEGImages/43.jpg,1968,683,2070,784,clip_B
foreign_object_dataset/JPEGImages/44.jpg,1846,127,1900,191,clip_Y
foreign_object_dataset/JPEGImages/44.jpg,1775,350,1871,438,nail
foreign_object_dataset/JPEGImages/44.jpg,1974,688,2070,780,clip_B
foreign_object_dataset/JPEGImages/44.jpg,2131,564,2246,719,L_stick
foreign_object_dataset/JPEGImages/45.jpg,815,1236,923,1348,clip_B
foreign_object_dataset/JPEGImages/45.jpg,2202,1199,2264,1311,nail
foreign_object_dataset/JPEGImages/45.jpg,1891,768,1944,820,clip_Y
foreign_object_dataset/JPEGImages/46.jpg,1470,142,1520,195,clip_Y
foreign_object_dataset/JPEGImages/46.jpg,1389,346,1489,444,nail
foreign_object_dataset/JPEGImages/46.jpg,1585,688,1691,794,clip_B
foreign_object_dataset/JPEGImages/46.jpg,1741,568,1869,733,L_stick
foreign_object_dataset/JPEGImages/47.jpg,1331,131,1386,201,clip_Y
foreign_object_dataset/JPEGImages/47.jpg,1260,352,1352,444,nail
foreign_object_dataset/JPEGImages/47.jpg,1440,698,1546,786,clip_B
foreign_object_dataset/JPEGImages/47.jpg,1606,572,1724,739,L_stick
foreign_object_dataset/JPEGImages/48.jpg,1337,516,1388,579,clip_Y
foreign_object_dataset/JPEGImages/48.jpg,1260,728,1350,822,nail
foreign_object_dataset/JPEGImages/48.jpg,1438,1078,1544,1168,clip_B
foreign_object_dataset/JPEGImages/48.jpg,1608,956,1724,1115,L_stick
foreign_object_dataset/JPEGImages/49.jpg,1337,522,1392,577,clip_Y
foreign_object_dataset/JPEGImages/49.jpg,1258,732,1350,824,nail
foreign_object_dataset/JPEGImages/49.jpg,1444,1074,1546,1166,clip_B
foreign_object_dataset/JPEGImages/49.jpg,1606,954,1722,1111,L_stick
foreign_object_dataset/JPEGImages/50.jpg,1337,516,1396,581,clip_Y
foreign_object_dataset/JPEGImages/50.jpg,1256,726,1356,824,nail
foreign_object_dataset/JPEGImages/50.jpg,1442,1078,1550,1174,clip_B
foreign_object_dataset/JPEGImages/50.jpg,1608,954,1732,1119,L_stick
foreign_object_dataset/JPEGImages/51.jpg,1256,720,1358,824,nail
foreign_object_dataset/JPEGImages/51.jpg,1345,501,1396,565,clip_Y
foreign_object_dataset/JPEGImages/51.jpg,1460,1100,1566,1194,clip_B
foreign_object_dataset/JPEGImages/51.jpg,1636,971,1758,1135,L_stick
foreign_object_dataset/JPEGImages/52.jpg,1254,722,1364,830,nail
foreign_object_dataset/JPEGImages/52.jpg,1345,495,1404,555,clip_Y
foreign_object_dataset/JPEGImages/52.jpg,1458,1108,1584,1220,clip_B
foreign_object_dataset/JPEGImages/52.jpg,1642,967,1789,1168,L_stick
foreign_object_dataset/JPEGImages/53.jpg,1260,722,1362,830,nail
foreign_object_dataset/JPEGImages/53.jpg,1351,495,1400,547,clip_Y
foreign_object_dataset/JPEGImages/53.jpg,1648,971,1778,1148,L_stick
foreign_object_dataset/JPEGImages/53.jpg,1468,1110,1578,1210,clip_B
foreign_object_dataset/JPEGImages/54.jpg,1258,720,1360,826,nail
foreign_object_dataset/JPEGImages/54.jpg,1347,483,1406,555,clip_Y
foreign_object_dataset/JPEGImages/54.jpg,1470,1116,1586,1218,clip_B
foreign_object_dataset/JPEGImages/54.jpg,1650,975,1780,1152,L_stick
foreign_object_dataset/JPEGImages/55.jpg,1256,718,1364,832,nail
foreign_object_dataset/JPEGImages/55.jpg,1349,473,1423,541,clip_Y
foreign_object_dataset/JPEGImages/55.jpg,1482,1120,1609,1247,clip_B
foreign_object_dataset/JPEGImages/55.jpg,1680,985,1823,1186,L_stick
foreign_object_dataset/JPEGImages/56.jpg,651,435,693,569,L_stick
foreign_object_dataset/JPEGImages/56.jpg,847,558,897,612,clip_Y
foreign_object_dataset/JPEGImages/56.jpg,940,928,1028,984,nail
foreign_object_dataset/JPEGImages/56.jpg,1108,934,1180,1008,clip_B
foreign_object_dataset/JPEGImages/57.jpg,1353,467,1423,539,clip_Y
foreign_object_dataset/JPEGImages/57.jpg,1264,716,1376,828,nail
foreign_object_dataset/JPEGImages/57.jpg,1490,1140,1605,1249,clip_B
foreign_object_dataset/JPEGImages/57.jpg,1680,989,1821,1190,L_stick
foreign_object_dataset/JPEGImages/58.jpg,1260,720,1368,832,nail
foreign_object_dataset/JPEGImages/58.jpg,1357,473,1416,537,clip_Y
foreign_object_dataset/JPEGImages/58.jpg,1486,1142,1611,1241,clip_B
foreign_object_dataset/JPEGImages/58.jpg,1682,995,1821,1182,L_stick
foreign_object_dataset/JPEGImages/59.jpg,1258,716,1370,828,nail
foreign_object_dataset/JPEGImages/59.jpg,1357,477,1421,539,clip_Y
foreign_object_dataset/JPEGImages/59.jpg,1482,1134,1609,1241,clip_B
foreign_object_dataset/JPEGImages/59.jpg,1680,989,1823,1182,L_stick
foreign_object_dataset/JPEGImages/60.jpg,1266,722,1370,828,nail
foreign_object_dataset/JPEGImages/60.jpg,1357,473,1419,537,clip_Y
foreign_object_dataset/JPEGImages/60.jpg,1486,1138,1605,1243,clip_B
foreign_object_dataset/JPEGImages/60.jpg,1680,991,1813,1176,L_stick
foreign_object_dataset/JPEGImages/61.jpg,1025,235,1097,302,clip_Y
foreign_object_dataset/JPEGImages/61.jpg,934,475,1038,591,nail
foreign_object_dataset/JPEGImages/61.jpg,1155,902,1277,1010,clip_B
foreign_object_dataset/JPEGImages/61.jpg,1351,758,1481,949,L_stick
foreign_object_dataset/JPEGImages/62.jpg,936,471,1040,589,nail
foreign_object_dataset/JPEGImages/62.jpg,1031,226,1085,298,clip_Y
foreign_object_dataset/JPEGImages/62.jpg,1155,896,1273,1002,clip_B
foreign_object_dataset/JPEGImages/62.jpg,1347,752,1481,949,L_stick
foreign_object_dataset/JPEGImages/63.jpg,1021,208,1083,286,clip_Y
foreign_object_dataset/JPEGImages/63.jpg,922,465,1030,587,nail
foreign_object_dataset/JPEGImages/63.jpg,1151,906,1271,1014,clip_B
foreign_object_dataset/JPEGImages/63.jpg,1351,756,1495,953,L_stick
foreign_object_dataset/JPEGImages/64.jpg,1140,222,1204,290,clip_Y
foreign_object_dataset/JPEGImages/64.jpg,1041,471,1154,587,nail
foreign_object_dataset/JPEGImages/64.jpg,1268,910,1390,1010,clip_B
foreign_object_dataset/JPEGImages/64.jpg,1468,750,1611,951,L_stick
foreign_object_dataset/JPEGImages/65.jpg,1043,578,1150,691,nail
foreign_object_dataset/JPEGImages/65.jpg,1147,332,1202,389,clip_Y
foreign_object_dataset/JPEGImages/65.jpg,1276,1009,1388,1121,clip_B
foreign_object_dataset/JPEGImages/65.jpg,1470,861,1621,1063,L_stick
foreign_object_dataset/JPEGImages/66.jpg,1039,578,1152,699,nail
foreign_object_dataset/JPEGImages/66.jpg,1142,326,1202,391,clip_Y
foreign_object_dataset/JPEGImages/66.jpg,1274,1015,1386,1123,clip_B
foreign_object_dataset/JPEGImages/66.jpg,1472,861,1609,1055,L_stick
